COUNTRY,RES_IMF
"Kazakhstan, Republic of",0.5411552694408182
Kenya,0.5000727807336701
Kiribati,0.5272462183861765
"Korea, Republic of",0.5632131913741235
"Kosovo, Republic of",0.5494179019711599
Kuwait,0.5877017276774258
Kyrgyz Republic,0.5308328477150182
Lao People's Democratic Republic,0.5076324340732796
Latin America and the Caribbean (LAC),0.547422259872956
"Latvia, Republic of",0.5342874788135014
"Lesotho, Kingdom of",0.5416613219798493
Liberia,0.4833385661185864
Libya,0.5398254685632707
"Liechtenstein, Principality of",0.5955625541014276
"Lithuania, Republic of",0.5405554363952273
Luxembourg,0.5969484812256829
"Macao Special Administrative Region, People's Republic of China",0.55273042746238
"Madagascar, Republic of",0.5231683666950465
Malawi,0.4980024540988096
Malaysia,0.5433202871766097
Maldives,0.5374636221803523
Mali,0.5069794137723117
Malta,0.5652424135847283
"Marshall Islands, Republic of the",0.5322599855908732
"Mauritania, Islamic Republic of",0.5384319015097119
Mauritius,0.5375930070501943
Mexico,0.5213763771038549
"Micronesia, Federated States of",0.5266562786995195
"Moldova, Republic of",0.5261506790040816
Mongolia,0.5476241784097268
Montenegro,0.5383049439028887
Morocco,0.5175120504302256
"Mozambique, Republic of",0.5167635851778583
Myanmar,0.5383851649716364
Namibia,0.4996779816090382
"Nauru, Republic of",0.5418842920951887
Nepal,0.5498859533551329
"Netherlands, The",0.5777283033442072
New Zealand,0.5421661167702246
Nicaragua,0.553363571178009
Niger,0.5079791171997811
Nigeria,0.5185922411503583
"North Macedonia, Republic of",0.5161431636413135
Norway,0.6255008336279206
Oman,0.5522351669306927
Pakistan,0.48495342156148347
"Palau, Republic of",0.5110024157370748
Panama,0.5389632065254277
Papua New Guinea,0.5107710900330357
Paraguay,0.5256660742646487
Peru,0.5227108948080932
Philippines,0.5291576654271942
"Poland, Republic of",0.5329076955742904
Portugal,0.5513157408416597
Puerto Rico,0.49807547678474434
Qatar,0.5625466724677196
Romania,0.5282735522010448
Russian Federation,0.5682380942361828
Rwanda,0.5284121072992685
Samoa,0.4922954129128564
"San Marino, Republic of",0.5416649164845236
Saudi Arabia,0.550776694666695
Senegal,0.5190864696764966
"Serbia, Republic of",0.5285615612525525
Seychelles,0.5223511256180225
Sierra Leone,0.52471487504547
Singapore,0.5680137493032065
Slovak Republic,0.5264577949832305
"Slovenia, Republic of",0.5563992529606686
Solomon Islands,0.5421812168351344
Somalia,0.5025365851595985
"South Sudan, Republic of",0.5153040474925258
Spain,0.5608778860765042
St. Kitts and Nevis,0.5124300948205447
St. Lucia,0.5297578520119437
St. Vincent and the Grenadines,0.5178358518116843
Sudan,0.4838742979634038
Suriname,0.5071392684537305
Sweden,0.5731288308534421
Switzerland,0.5766604297566891
"São Tomé and Príncipe, Democratic Republic of",0.5290207976359629
Taiwan Province of China,0.5459630808673314
"Tajikistan, Republic of",0.5436995594978122
"Tanzania, United Republic of",0.5452719130460265
Thailand,0.5359784398147138
"Timor-Leste, Democratic Republic of",0.4869007975615037
Togo,0.5264350093184734
Tonga,0.5086235178205288
Trinidad and Tobago,0.5086048085851204
Tunisia,0.5136022215025544
Turkmenistan,0.493593698269128
Tuvalu,0.5471206528650854
"Türkiye, Republic of",0.5502177393435805
Uganda,0.5303652308971721
Ukraine,0.5124524696667939
United Arab Emirates,0.5843191205429986
United Kingdom,0.5352780406761513
United States,0.5732022735460889
Uruguay,0.5145706312075065
"Uzbekistan, Republic of",0.5564058088645253
Vanuatu,0.5174237582825282
"Venezuela, República Bolivariana de",0.49745710890207534
Vietnam,0.5642958996596786
"Yemen, Republic of",0.5053636916872687
Zambia,0.5540414211635
Zimbabwe,0.5099011098991085
