QSSI_RANK,country,QSSI_SCORE,QSSI_TIER,CONFIDENCE_SCORE,CONFIDENCE_TIER,AI_INDEX,LEGAL_WGI_SCORE,PQC,RES_INDEX
97,Mongolia,0.43451390391531075,Bronze,1.0,A,0.427361966866255,0.433235355213235,0.4867247238742566,0.3697003596208008
98,Panama,0.4320087286195333,Bronze,1.0,A,0.3780987882333529,0.4550758091891383,0.5751911639762107,0.3411463829258876
99,Côte D'Ivoire,0.43158428181213243,Bronze,0.25,D,0.4542193619161699,0.4478760167243679,0.4909609358329809,0.316678098376859
100,Botswana,0.43115400027655987,Bronze,1.0,A,0.3540654446025904,0.5953814693423877,0.477909940526763,0.3168220363280914
101,Nepal,0.42970220993773967,Bronze,0.75,B,0.4195563972366614,0.356052234405786,0.4584846356153159,0.4445753857549452
102,Jamaica,0.42753805451557286,Bronze,1.0,A,0.4529910857618803,0.4980929489582634,0.4424384027187765,0.297716791509383
103,Senegal,0.42282407472462724,Bronze,1.0,A,0.4393420098712652,0.4862027587609999,0.3539719626168224,0.3666662555199322
104,Namibia,0.4137588415524626,Bronze,0.75,B,0.3713029329026881,0.5334794626326764,0.6095773646030872,0.2090060451571411
105,El Salvador,0.40826769762910053,Bronze,0.75,B,0.3990931516101961,0.3969775670809071,0.503982176866726,0.3408857799468186
106,Cabo Verde,0.4065922870375396,Bronze,0.75,B,0.3131951075720809,0.5983001913788477,0.5247252264345423,0.2561043729188966
107,Ecuador,0.40157498796420404,Bronze,1.0,A,0.6220218479573252,0.3404036848024685,0.3893372982158029,0.1945621115089828
108,Fiji,0.3982458980948024,Bronze,0.75,B,0.3599455796739829,0.581653791059161,0.3274214103653356,0.3227530387539071
109,Armenia,0.39663895376886793,Bronze,0.75,B,0.3862511205546053,0.4808759404353455,0.362786745964316,0.346327246173746
110,Seychelles,0.3842670601868656,Bronze,0.75,B,0.2132804885327768,0.6577219598234414,0.3350957773152515,0.3779320618281072
111,Mexico,0.369013909882366,Bronze,1.0,A,0.500762320526709,0.3467610006428698,0.362786745964316,0.2448524026908713
112,Kyrgyzstan,0.3664417414382034,Bronze,0.5,C,0.3000051028179664,0.4092232770434524,0.5929269328802039,0.2582999191353047
113,Algeria,0.35964907441060584,Bronze,1.0,A,0.4499496834942319,0.3585966585677635,0.3451571792693288,0.2755542924048365
114,Trinidad and Tobago,0.3554303866454198,Bronze,0.75,B,0.3066373395088269,0.4455109750341536,0.5923838454084177,0.1895207317474974
115,Antigua and Barbuda,0.35233673952603994,Bronze,1.0,A,0.2048522291268782,0.6072894192836624,0.1503823279524214,0.4546139035781736
116,Paraguay,0.3499709021115541,Bronze,0.75,B,0.3500533788601133,0.3713850121089205,0.5164647402523922,0.2345925387626072
117,Pakistan,0.3464104067322657,Bronze,1.0,A,0.5032371872404733,0.2905122619104253,0.4689889549702634,0.1501952428715164
118,Vanuatu,0.34355239641111246,Emerging,0.75,B,0.2438007646197809,0.4440861468859525,0.4197351896447051,0.3388281329013901
119,Togo,0.3407689254462136,Emerging,0.75,B,0.2933923915391562,0.3481284803612382,0.4408465156478736,0.3385973020780932
120,Maldives,0.3354275332259167,Emerging,1.0,A,0.1996851448508534,0.4499312203774921,0.2743203058623619,0.4547381138887519
121,Tuvalu,0.33373962846587024,Emerging,0.75,B,0.0953299627086195,0.5357063741251519,0.2073599002837814,0.5408179286813268
122,Uganda,0.3325531748568273,Emerging,1.0,A,0.3485503866280423,0.3342418160529067,0.2831350892098555,0.3680186843247699
123,Guyana,0.32727407639030953,Emerging,0.75,B,0.2080413576428749,0.4210951410137612,0.2309659466616048,0.4729469762846325
124,Barbados,0.327129323979612,Emerging,0.75,B,0.1717337295172703,0.6669772305511315,0.2958987356554344,0.2728533184678624
125,"Venezuela, Bolivarian Republic of",0.3266034848776059,Emerging,0.25,D,0.2070694831611816,0.4855547105221325,0.192881821285005,0.4454227729710979
126,Bosnia and Herzegovina,0.32379136713544987,Emerging,1.0,A,0.3354885827102261,0.3881540341765276,0.3717077315208156,0.2549432841158808
127,Saint Lucia,0.3206759741580185,Emerging,0.25,D,0.2017192548333025,0.4865113969740615,0.2258225987948967,0.4113072056160158
128,Democratic Republic of the Congo,0.3173883628216353,Emerging,0.25,D,0.2195818549234346,0.4754167610178115,0.2378935647888491,0.3826806237675022
129,Burkina Faso,0.31450709973694846,Emerging,1.0,A,0.2873107980107238,0.3457137059670255,0.2477697536108751,0.3964978220282902
130,Kiribati,0.3105154040056224,Emerging,0.75,B,0.1606657737509384,0.5066895171565442,0.1825764512835088,0.4390000363121789
131,Cambodia,0.305678148850344,Emerging,1.0,A,0.3249565887217305,0.3055012264081449,0.2124044180118946,0.3840682768923968
132,Lesotho,0.3046090065774642,Emerging,0.5,C,0.2730036145402973,0.3863100548279978,0.3527020453839861,0.2813368227335033
133,Solomon Islands,0.3017798670197852,Emerging,0.75,B,0.1387496350804999,0.3921028065990511,0.1979714332186131,0.5191449944200035
134,Samoa,0.2973514634174724,Emerging,0.75,B,0.1674640510953324,0.6132492421239146,0.2811798548661969,0.2420002829906095
135,State of Palestine,0.2945162644832679,Emerging,0.25,D,0.3183988206584764,0.3709208575187797,0.2386878297759329,0.2884471514796717
136,Cuba,0.2940675692343232,Emerging,0.5,C,0.277986343757603,0.3419236346590867,0.2786286152324228,0.3289026290980928
137,Palau,0.29226347479544873,Emerging,0.5,C,0.1577879901230943,0.620845503984753,0.2063523785688123,0.2808227510044284
138,Gambia (Republic of The),0.2858344525946513,Emerging,0.25,D,0.187906560302883,0.4616492581570636,0.2068154202465683,0.3556899073661041
139,Grenada,0.2845170176160677,Emerging,0.75,B,0.0975655311481084,0.5567795170459108,0.2248974002371201,0.3638131436347989
140,Congo,0.27765081254285956,Emerging,0.5,C,0.1002223309068626,0.4874476470613434,0.2300339847068818,0.3927066496537002
141,Bolivia (Plurinational State of),0.27204853276996677,Emerging,0.25,D,0.225132330701489,0.3431697195807738,0.2656699848292554,0.3297322811287891
142,Tonga,0.2712274391803627,Emerging,0.75,B,0.1486992011236551,0.4975214161763795,0.1656545864119484,0.354179974671984
143,Dominica,0.26987688952516997,Emerging,0.75,B,0.103263733174511,0.5592302091456025,0.2246578419191365,0.3122368462693197
144,Marshall Islands,0.26860682439327144,Emerging,0.5,C,0.07196940804226,0.5074425213986395,0.173441418736917,0.4184476940783732
145,Nauru,0.2607095829585487,Emerging,0.75,B,0.1213986273286956,0.5061455163677087,0.0972812234494477,0.3913675956910259
146,Gabon,0.2591576269692618,Emerging,0.75,B,0.2365812559561215,0.2957377032633009,0.2057975438798119,0.356241865601403
147,Belarus,0.25895652945128733,Emerging,0.5,C,0.2819800950948946,0.273840813735871,0.263514609144527,0.2848265978025346
148,Belize,0.25873537270855684,Emerging,0.75,B,0.1586499781736748,0.4261964513288163,0.2137302288891318,0.3316058894347962
149,Angola,0.2567994400403608,Emerging,1.0,A,0.2274411567617198,0.2977401710398435,0.2920560747663551,0.3009719446820423
150,Eswatini,0.2567722496935739,Emerging,0.75,B,0.2420047419047426,0.3150557358363591,0.2300339847068818,0.3116925743909469
151,Cameroon,0.25079996430717144,Emerging,0.75,B,0.3436592294366638,0.2599941544673645,0.2380416182682634,0.2200696394748562
152,Papua New Guinea,0.24969615217007424,Emerging,0.75,B,0.2404834352674859,0.326978853742806,0.2125324286294634,0.2943451605370392
153,Bahamas,0.24623164689763236,Emerging,0.25,D,0.2715555655237825,0.3518654476572236,0.186169890465428,0.2469938778634766
154,Guatemala,0.24119941852200888,Emerging,1.0,A,0.2618465087617673,0.3121409483360726,0.159303313508921,0.2923819781985882
155,Lao People's Democratic Republic,0.2379738006218235,Emerging,0.5,C,0.2653457711590519,0.3164787532445576,0.2237744783437198,0.2329903592567963
156,Mauritania,0.2338813801780091,Emerging,0.75,B,0.2519152571237976,0.3001384654321052,0.159303313508921,0.2913083184900348
157,Chad,0.23140326667001745,Emerging,1.0,A,0.1065065938991995,0.2007546910387879,0.2212192013593882,0.4842051068569534
158,Tajikistan,0.22706829465369624,Emerging,0.75,B,0.304365142258967,0.273922688120869,0.1238317757009345,0.2572818717583491
159,Mozambique,0.22648246132823568,Emerging,0.75,B,0.1701757940696429,0.2754857281360427,0.2743203058623619,0.304062619669409
160,Lebanon,0.22590657554278143,Emerging,0.75,B,0.3142402396745158,0.2330648139015806,0.1769328802039082,0.2406737469416716
161,Democratic People's Republic of Korea,0.22366091817081407,Emerging,0.25,D,0.0935156255883958,0.3756392477499287,0.1382139479414622,0.3900576075720149
162,Sierra Leone,0.22272141450587063,Emerging,0.75,B,0.143991187984131,0.2853842964313312,0.1758284239132169,0.3788767527858566
163,Malawi,0.22191955313681064,Emerging,0.75,B,0.1971199171180266,0.3713945544816081,0.2223137486325872,0.2179637079453785
164,Myanmar,0.21923685689688727,Emerging,1.0,A,0.1148774880758125,0.1413759290844218,0.3982582837723025,0.3698399394553571
165,Somalia,0.21281887670843058,Emerging,0.5,C,0.1498725340623882,0.4092081147622026,0.1480396265443826,0.2619649703562118
166,Nicaragua,0.20621619574969846,Emerging,1.0,A,0.1542887277258097,0.1964772709589441,0.1769328802039082,0.3890415032781305
167,Niger,0.2048284774433262,Emerging,0.75,B,0.0923239782444772,0.3128209392553556,0.1865208424325731,0.3540554781011742
168,Honduras,0.20441667165826682,Emerging,1.0,A,0.1530787659767057,0.2795780487166018,0.203483432455395,0.3009161386125323
169,Djibouti,0.20338687461252103,Emerging,0.75,B,0.1665288054240101,0.3033750947895522,0.189171159090086,0.2732792601389062
170,Saint Kitts and Nevis,0.2002970360143941,Emerging,0.25,D,0.1288733266580864,0.270789143654463,0.1336948165088665,0.3685538044750998
171,Saint Vincent and the Grenadines,0.19972244818245152,Emerging,0.25,D,0.1408203738733197,0.2776266006105538,0.1352428814608883,0.3470910296866161
172,Libya,0.1996118977697452,Emerging,1.0,A,0.2584009785731744,0.1207095039707569,0.1858538657604078,0.3088199064908667
173,Micronesia (Federated States of),0.19549949128079536,Emerging,0.25,D,0.1304678909160848,0.2403265704358861,0.1425400485683005,0.3711514627730135
174,Timor-Leste,0.19028535644293407,Emerging,0.5,C,0.080396456441294,0.3399575702057176,0.1802890971667395,0.3064716357932532
175,Iraq,0.18941331564515512,Emerging,1.0,A,0.2574107896862957,0.219908672870074,0.2124044180118946,0.1826152129705428
176,Guinea,0.18882394001539593,Emerging,1.0,A,0.0882557582795792,0.2544265790206249,0.2300339847068818,0.329246242516694
177,Zimbabwe,0.18868627721892314,Emerging,1.0,A,0.2595193682963511,0.2235026631873492,0.1503823279524214,0.2160812941167516
178,Sao Tome and Principe,0.18726385704986948,Emerging,0.25,D,0.0850128975548908,0.307314460657779,0.1549025010990044,0.3352796848773534
179,Comoros,0.1771397090732355,Emerging,0.5,C,0.131274935751109,0.2179697149691569,0.1513418258966382,0.3279031430585545
180,Madagascar,0.1749315466875816,Emerging,0.75,B,0.1258502387956234,0.289553912480526,0.0707306711979609,0.323049250439395
181,Mali,0.1699173851732953,Emerging,1.0,A,0.164000206501554,0.2540790397009392,0.0796516567544605,0.288416805030704
182,Suriname,0.1508272197199303,Emerging,0.75,B,0.0737471163521128,0.3785423411676922,0.1717246198823888,0.1714482387703455
183,Equatorial Guinea,0.13752619576918204,Emerging,0.5,C,0.0560676603138352,0.1671001434614802,0.1734816119425073,0.3199982237480835
184,Syrian Arab Republic,0.12992919418368704,Emerging,0.5,C,0.1358913768647058,0.0743948159425676,0.2167849913425859,0.2547180600740989
185,Burundi,0.12318346518125783,Emerging,1.0,A,0.0909125580383334,0.2267693547307254,0.0088147833474936,0.2993663040932398
186,Turkmenistan,0.12031934013007997,Emerging,0.75,B,0.1431475143387359,0.1742850609877841,0.1983313430859289,0.1501952428715164
187,Central African Republic,0.10941249597898195,Emerging,0.5,C,0.0205523956386631,0.1518859585218665,0.1556691667598269,0.299901067077275
188,Liberia,0.08997986055055045,Emerging,1.0,A,0.0504072981046679,0.2611678516452462,0.0972812234494477,0.1599226499175314
189,Eritrea,0.07252133875020836,Emerging,0.5,C,0.0060083359076905,0.088856877889039,0.1476392240012422,0.2623912303472126
190,South Sudan,0.06976330909282655,Emerging,0.5,C,0.0077494154071724,0.0743948159425676,0.1504576774956272,0.2620163595363543
191,Yemen,0.06639886937040455,Emerging,0.25,D,0.0285386873063819,0.1486329132990291,0.0975772562809216,0.2042569130543395
192,Sudan,0.0647833738091887,Emerging,0.75,B,0.0598416387889014,0.098329870948969,0.1340208421735098,0.1810731530476861
193,Afghanistan,0.0646178943029949,Emerging,0.5,C,0.0610516005380055,0.102615014056443,0.0659300868990581,0.2206450414449336
194,Haiti,0.06450938534263184,Emerging,1.0,A,0.0622981910974804,0.1088655739108627,0.0088147833474936,0.2515412115441287
195,Guinea Bissau,0.04472376951390962,Emerging,0.25,D,0.0060083359076905,0.088856877889039,0.1027535553080468,0.2094576642393406
