ISO3,country,AI_INDEX,LEGAL_WGI_SCORE,PQC,RES_INDEX,AI_OBSERVED,LEGAL_OBSERVED,PQC_OBSERVED,RES_OBSERVED,AI_IMPUTED,LEGAL_IMPUTED,PQC_IMPUTED,RES_IMPUTED,CONFIDENCE_SCORE,CONFIDENCE_TIER,AI_NORM,LEGAL_NORM,PQC_NORM,RES_NORM,QSSI_SCORE,QSSI_RANK,QSSI_TIER,AI_INDEX_N,LEGAL_WGI_SCORE_N,PQC_N,RES_INDEX_N,CONFIDENCE_SCORE_N,AI_NORM_N,LEGAL_NORM_N,PQC_NORM_N,RES_NORM_N,QSSI_SCORE_N,QSSI_RANK_N,CAPABILITY_TRUE,RVI,RANK_FLIP_PROB,STABILITY_SCORE,UNCERTAINTY,SOVEREIGN_STATE_SCORE,REGIME_CLUSTER,REGIME_LABEL
CYP,Cyprus,0.6912733086887354,0.6576950523475349,0.8672472387425658,0.4598269958805703,True,True,True,True,False,False,False,False,1.0,A,0.6912733086887354,0.6738224025206163,0.8672472387425658,0.510516185108232,0.6865873290734432,33,Silver,0.691273307997462,0.6738224018084791,0.8672472378753185,0.5105161844505226,0.9999999980000001,0.691273307997462,0.6738224018467939,0.8672472378753185,0.5105161845977159,0.7246784640318166,0.16494845360739718,0.6704859254625714,0.11471382189794008,0.1642,0.6860923733152641,0.2789138218979401,0.8267047720055338,1,FRAGILE / TRANSITIONAL SYSTEMS
IRL,Ireland,0.8259901416078436,0.875736521594103,0.7787807986406118,0.7233035359814183,True,True,True,True,False,False,False,False,1.0,A,0.8259901416078436,0.9042621625174443,0.7787807986406118,0.8499589142280498,0.8358344032030074,6,Gold,0.8259901407818534,0.904262161561764,0.778780797861831,0.8499589131330287,0.9999999980000001,0.8259901407818534,0.9042621616131821,0.778780797861831,0.8499589133780908,0.9084310482827513,0.02577319587615581,0.786562569921122,0.6444807986674728,0.21,0.6316343216740421,0.8544807986674727,0.8157285311775003,2,HIGH CAPABILITY VOLATILE POWERS
SWE,Sweden,0.807195928866983,0.908237582907886,0.7610450297366185,0.5811283859477431,True,True,True,True,False,False,False,False,1.0,A,0.807195928866983,0.9386113016728082,0.7610450297366185,0.6667914833745165,0.7868401672724403,14,Gold,0.807195928059787,0.9386113006808255,0.7610450289755734,0.6667914825154742,0.9999999980000001,0.807195928059787,0.9386113007341967,0.7610450289755734,0.666791482707725,0.848109480720052,0.06701030927800511,0.7511279335188181,0.4327105007404694,0.2535,0.6440636805504005,0.6862105007404694,0.8139071072252679,2,HIGH CAPABILITY VOLATILE POWERS
USA,United States of America,1.0,0.7699644775485605,0.8496176720475787,0.6490939635691801,True,True,True,True,False,False,False,False,1.0,A,1.0,0.7924757003896105,0.8496176720475787,0.7543530596165418,0.8594878229939522,4,Platinum,0.9999999989999999,0.792475699552073,0.8496176711979609,0.7543530586446918,0.9999999980000001,0.9999999989999999,0.7924756995971347,0.8496176711979609,0.7543530588621886,0.937553073208916,0.015463917525693486,0.795082713253329,0.6812958456472609,0.2759,0.6250256515412936,0.9571958456472609,0.7972750955852841,2,HIGH CAPABILITY VOLATILE POWERS
ARE,United Arab Emirates,0.7817914268610413,0.7280314666812258,0.840696686491079,0.6142531708339929,True,True,True,True,False,False,False,False,1.0,A,0.7817914268610413,0.748158291441656,0.840696686491079,0.7094668858182855,0.7717099794239848,17,Gold,0.7817914260792498,0.748158290650956,0.8406966856503822,0.7094668849042635,0.9999999980000001,0.7817914260792498,0.7481582906934977,0.8406966856503822,0.7094668851088186,0.829481235351957,0.08247422680369859,0.7338347304520414,0.2872439824030696,0.3832,0.6453458399053495,0.6704439824030696,0.7921655418861232,2,FRAGILE / TRANSITIONAL SYSTEMS
ESP,Spain,0.8851748838237983,0.6889226499688639,0.9027187765505524,0.4507107159205246,True,True,True,True,False,False,False,False,1.0,A,0.8851748838237983,0.7068256661933584,0.9027187765505524,0.49877147740911854,0.757290161875729,20,Gold,0.8851748829386233,0.7068256654463412,0.9027187756478335,0.49877147676654005,0.9999999980000001,0.8851748829386233,0.7068256654865327,0.9027187756478335,0.498771476910347,0.8117275959297279,0.09793814432939207,0.7178770309128905,0.2654794691240442,0.3483,0.6501419800435028,0.6137794691240441,0.7857853362158954,2,FRAGILE / TRANSITIONAL SYSTEMS
ITA,Italy,0.7930010538413984,0.6444358429294295,0.8937977909940527,0.4252730928791866,True,True,True,True,False,False,False,False,1.0,A,0.7930010538413984,0.6598092469194646,0.8937977909940527,0.46599961778105464,0.7098115177300893,29,Gold,0.7930010530483973,0.6598092462221373,0.8937977901002548,0.4659996171806969,0.9999999980000001,0.7930010530483973,0.6598092462596553,0.8937977901002548,0.46599961731505496,0.7532720207744116,0.14432989690647252,0.6838924844505212,0.17950350437392792,0.2773,0.6651732664265473,0.4568035043739279,0.7853105775841582,1,FRAGILE / TRANSITIONAL SYSTEMS
LUX,Luxembourg,0.762188958278292,0.937967768108498,0.7787807986406118,0.6912954714143279,True,True,True,True,False,False,False,False,1.0,A,0.762188958278292,0.9700320069448999,0.7787807986406118,0.8087222075886736,0.819538840429789,9,Gold,0.762188957516103,0.97003200591971,0.778780797861831,0.8087222065467787,0.9999999980000001,0.762188957516103,0.9700320059748678,0.778780797861831,0.8087222067799513,0.8883679965354001,0.041237113401849296,0.7790048221740385,0.656815246218092,0.2613,0.6274622436958529,0.9181152462180919,0.7843362885651066,2,HIGH CAPABILITY VOLATILE POWERS
CAN,Canada,0.8640010094156945,0.8537832796331456,0.9823704333050128,0.4474138939284242,True,True,True,True,False,False,False,False,1.0,A,0.8640010094156945,0.8810606136280698,0.9823704333050128,0.49452410777995737,0.8046360608215648,11,Gold,0.8640010085516934,0.8810606126969102,0.9823704323226423,0.4945241071428509,0.9999999980000001,0.8640010085516934,0.8810606127470091,0.9823704323226423,0.4945241072854332,0.8700197355627525,0.05154639175231162,0.76049804063054,0.4946156666512973,0.353,0.632100385206445,0.8476156666512973,0.7774565285298369,2,HIGH CAPABILITY VOLATILE POWERS
CHE,Switzerland,0.7265760665428697,0.922336409910996,0.796516567544605,0.556696497294005,True,True,True,True,False,False,False,False,1.0,A,0.7265760665428697,0.95351181725849,0.796516567544605,0.6353153338888657,0.7666331587729266,18,Gold,0.7265760658162935,0.9535118162507595,0.7965165667480884,0.6353153330703748,0.9999999980000001,0.7265760658162935,0.953511816304978,0.7965165667480884,0.6353153332535504,0.8232306678292691,0.08762886597892976,0.7395180996196932,0.38101995787272186,0.3818,0.6381336745811425,0.7628199578727218,0.7715179417509386,2,FRAGILE / TRANSITIONAL SYSTEMS
EST,Estonia,0.8512163435893891,0.8336284625831961,0.9823704333050128,0.4236893502131618,True,True,True,True,False,False,False,False,1.0,A,0.8512163435893891,0.85975975182495,0.9823704333050128,0.46395924662477184,0.7888992734242529,12,Gold,0.8512163427381727,0.8597597509163025,0.9823704323226423,0.4639592460270428,0.9999999980000001,0.8512163427381727,0.8597597509651902,0.9823704323226423,0.4639592461608126,0.8506446465103985,0.05670103092754278,0.7474506563299019,0.4579149856948281,0.3712,0.6333725267043193,0.8291149856948281,0.7629958134265173,2,FRAGILE / TRANSITIONAL SYSTEMS
MYS,Malaysia,0.694076623688973,0.6343759533959803,0.7256796941376381,0.3700095659368269,True,True,True,True,False,False,False,False,1.0,A,0.694076623688973,0.6491773311756703,0.7256796941376381,0.3948023779853557,0.6181789713725745,45,Silver,0.6940766229948964,0.6491773304895795,0.7256796934119584,0.394802377476723,0.9999999980000001,0.6940766229948964,0.649177330526493,0.7256796934119584,0.3948023775905533,0.6404542835230279,0.2268041237101711,0.6177027685572962,0.10349893572893666,0.1384,0.6910896610922681,0.24189893572893667,0.7583140296885269,1,FRAGILE / TRANSITIONAL SYSTEMS
ISL,Iceland,0.7126327491624229,0.8667066751187339,0.7875955819881053,0.4998310502301324,True,True,True,True,False,False,False,False,1.0,A,0.7126327491624229,0.8947188602191133,0.7875955819881053,0.56205430451376,0.7301460684180159,25,Gold,0.7126327484497901,0.8947188592735188,0.7875955812005097,0.5620543037896528,0.9999999980000001,0.7126327484497901,0.8947188593243943,0.7875955812005097,0.5620543039517056,0.7783078632542739,0.12371134020554789,0.7105474715545176,0.2583377040674085,0.4173,0.6449210431196651,0.6756377040674085,0.754392774791071,2,FRAGILE / TRANSITIONAL SYSTEMS
FRA,France,0.947399817300537,0.7571854095710073,0.9027187765505524,0.441822938333823,True,True,True,True,False,False,False,False,1.0,A,0.947399817300537,0.7789699880684354,0.9027187765505524,0.48732115443658675,0.787523925550633,13,Gold,0.9473998163531371,0.7789699872451715,0.9027187756478335,0.48732115380876,0.9999999980000001,0.9473998163531371,0.7789699872894654,0.9027187756478335,0.48732115394926556,0.8489513220181387,0.061855670102773944,0.740329677855956,0.39951785879449286,0.4336,0.6330952625304146,0.8331178587944928,0.7507071986014895,2,FRAGILE / TRANSITIONAL SYSTEMS
GRC,Greece,0.713970911747825,0.5675206587019025,0.8584324553950722,0.4584474136236569,True,True,True,True,False,False,False,False,1.0,A,0.713970911747825,0.5785205055862281,0.8584324553950722,0.5087388383806913,0.6716881980855339,36,Silver,0.713970911033854,0.5785205049748118,0.8584324545366396,0.5087388377252717,0.9999999980000001,0.713970911033854,0.5785205050077076,0.8584324545366396,0.5087388378719525,0.7063346952303939,0.18041237113309067,0.6550974982803833,0.14616714986928434,0.2933,0.667011983280657,0.43946714986928437,0.7465751580957862,1,FRAGILE / TRANSITIONAL SYSTEMS
SAU,Saudi Arabia,0.8473691074935811,0.6354236916438878,0.7875955819881053,0.4748710573334173,True,True,True,True,False,False,False,False,1.0,A,0.8473691074935811,0.6502846459962024,0.7875955819881053,0.5298977865010772,0.7136410035696105,28,Gold,0.8473691066462119,0.6502846453089411,0.7875955812005097,0.5298977858183981,0.9999999980000001,0.8473691066462119,0.6502846453459177,0.7875955812005097,0.5298977859711794,0.7579868731322775,0.13917525773124137,0.6843142151819454,0.1982867937570191,0.3895,0.6524458076781514,0.5877867937570191,0.7422556219505142,2,FRAGILE / TRANSITIONAL SYSTEMS
NOR,Norway,0.890230870661846,0.9247920136946012,0.796516567544605,0.7897549500073996,True,True,True,True,False,False,False,False,1.0,A,0.890230870661846,0.956107051772808,0.796516567544605,0.9355697595891448,0.891312253336553,2,Platinum,0.8902308697716151,0.9561070507623347,0.7965165667480884,0.9355697583838293,0.9999999980000001,0.8902308697716151,0.9561070508167009,0.7965165667480884,0.935569758653575,0.9767352236924166,0.005154639175231162,0.8307943956839541,1.16275024286795,0.1651,0.6057735865364192,1.32785024286795,0.741945818632883,2,HIGH CAPABILITY VOLATILE POWERS
LTU,Lithuania,0.774994360523512,0.7764022725384304,0.9646346644010196,0.3767825358870458,True,True,True,True,False,False,False,False,1.0,A,0.774994360523512,0.7992795617720376,0.9646346644010196,0.40352814690303185,0.734394923337474,24,Gold,0.7749943597485176,0.7992795609273095,0.9646346634363849,0.40352814638315754,0.9999999980000001,0.7749943597485176,0.799279560972758,0.9646346634363849,0.4035281464995037,0.7835390416616976,0.11855670103031672,0.7079062910767772,0.34725959532981215,0.4007,0.6392465840262693,0.7479595953298122,0.7272133444254283,2,FRAGILE / TRANSITIONAL SYSTEMS
LVA,Latvia,0.6839439135939636,0.7128040076102724,0.8672472387425658,0.3520303797343967,True,True,True,True,False,False,False,False,1.0,A,0.6839439135939636,0.7320649674249117,0.8672472387425658,0.3716393896237721,0.6613178246547559,37,Silver,0.6839439129100195,0.73206496665122,0.8672472378753185,0.37163938914498074,0.9999999980000001,0.6839439129100195,0.7320649666928466,0.8672472378753185,0.37163938925213263,0.6935667201885621,0.18556701030832182,0.6535386128917037,0.1968748027311501,0.3126,0.6598177316469706,0.5094748027311501,0.7204934822474842,2,FRAGILE / TRANSITIONAL SYSTEMS
RWA,Rwanda,0.5764678672268,0.5707738424204216,0.6460280373831776,0.4160237011195762,True,True,True,True,False,False,False,False,1.0,A,0.5764678672268,0.5819586720869014,0.6460280373831776,0.45408341916853767,0.564359958723349,58,Silver,0.5764678666503321,0.5819586714718513,0.6460280367371495,0.45408341858353185,0.9999999980000001,0.5764678666503321,0.5819586715049427,0.6460280367371495,0.45408341871445423,0.5741924642290446,0.2938144329881762,0.5804620802060876,0.060374094893084165,0.146,0.6961286928052658,0.20637409489308417,0.7136656770322646,1,STABLE MEDIUM SYSTEMS
FIN,Finland,0.8135522384731969,0.9584398153347,0.9734494477485132,0.43820065135753,True,True,True,True,False,False,False,False,1.0,A,0.8135522384731969,0.991668137290889,0.9734494477485132,0.4826544809770922,0.8064252811815382,10,Gold,0.8135522376596446,0.9916681362428326,0.9734494467750636,0.48265448035527764,0.9999999980000001,0.8135522376596446,0.9916681362992208,0.9734494467750636,0.48265448049443765,0.8722226187137755,0.046391752577080454,0.7673875428683672,0.6349105013663668,0.503,0.6148502275725675,1.1379105013663668,0.6997600037081725,2,HIGH CAPABILITY VOLATILE POWERS
GBR,"United Kingdom of Great
Britain and Northern Ireland",0.9240477396822298,0.8121727144061772,0.8053313508920986,0.3746771689064801,True,True,True,True,False,False,False,False,1.0,A,0.9240477396822298,0.8370839852492189,0.8053313508920986,0.4008157554566874,0.7461678955417093,22,Gold,0.9240477387581819,0.8370839843645367,0.8053313500867672,0.4008157549403075,0.9999999980000001,0.9240477387581819,0.8370839844121348,0.8053313500867672,0.40081575505587164,0.7980338924281832,0.1082474226798544,0.7128035426882533,0.37948666155214605,0.4938,0.6303738877508727,0.8732866615521461,0.6955460638534572,2,FRAGILE / TRANSITIONAL SYSTEMS
CZE,Czechia,0.7541098835777815,0.7569119935642942,1.0,0.3450915684313845,True,True,True,True,False,False,False,False,1.0,A,0.7541098835777815,0.7786810250597748,1.0,0.3626999635760474,0.7226441609793013,26,Gold,0.7541098828236715,0.7786810242368163,0.9999999989999999,0.3626999631087729,0.9999999980000001,0.7541098828236715,0.7786810242810936,0.9999999989999999,0.3626999632133474,0.7690715355961624,0.12886597938077904,0.6989926592240286,0.4216502910624806,0.5152,0.6262826832369236,0.9368502910624805,0.6545407561356938,2,FRAGILE / TRANSITIONAL SYSTEMS
CHL,Chile,0.6894589715685118,0.698529211303743,0.8584324553950722,0.3056448142298205,True,True,True,True,False,False,False,False,1.0,A,0.6894589715685118,0.7169784765557808,0.8584324553950722,0.3118798264360484,0.6428114572394898,40,Silver,0.6894589708790527,0.7169784757980334,0.8584324545366396,0.3118798260342467,0.9999999980000001,0.6894589708790527,0.7169784758388023,0.8584324545366396,0.31187982612416854,0.6707817318898949,0.20103092783401533,0.6386647374864133,0.27486943057129115,0.3798,0.6466509590701046,0.6546694305712912,0.649713771770752,2,FRAGILE / TRANSITIONAL SYSTEMS
BHR,Bahrain,0.6466986177833073,0.6083831998322443,0.6017417162276976,0.4328446736044962,True,True,True,True,False,False,False,False,1.0,A,0.6466986177833073,0.6217065756648891,0.6017417162276976,0.4757542548510813,0.5877248932376646,49,Silver,0.6466986171366086,0.621706575007831,0.6017417156259558,0.4757542542381565,0.9999999980000001,0.6466986171366086,0.6217065750431825,0.6017417156259558,0.47575425437532703,0.6029593068817334,0.24742268041109577,0.5947440281347687,0.12012369922469307,0.3501,0.6637763268689825,0.4702236992246931,0.6425560647472969,1,STABLE MEDIUM SYSTEMS
URY,Uruguay,0.6743093254595549,0.7147129937076987,0.8141461342395921,0.3008470431696006,True,True,True,True,False,False,False,False,1.0,A,0.6743093254595549,0.7340825024362482,0.8141461342395921,0.30569875049756157,0.6290705193094046,44,Silver,0.6743093247852455,0.7340825016604242,0.814146133425446,0.305698750103723,0.9999999980000001,0.6743093247852455,0.7340825017021656,0.814146133425446,0.30569875019186277,0.6538639271730472,0.22164948453493996,0.630180620889777,0.27263292763785985,0.4286,0.6428622672932337,0.7012329276378598,0.6215933478333493,2,FRAGILE / TRANSITIONAL SYSTEMS
NZL,New Zealand,0.7427354269507555,0.9170317897565512,0.6460280373831776,0.4102926180501374,True,True,True,True,False,False,False,False,1.0,A,0.7427354269507555,0.9479055653859058,0.6460280373831776,0.4466999364601414,0.6855837346232376,34,Silver,0.7427354262080199,0.9479055643841003,0.6460280367371495,0.44669993588464785,0.9999999980000001,0.7427354262080199,0.9479055644380001,0.6460280367371495,0.44669993601344143,0.7234428413247002,0.17010309278262833,0.6782076235198051,0.3344738553981016,0.6699,0.622202889643931,1.0043738553981016,0.601709310488918,2,FRAGILE / TRANSITIONAL SYSTEMS
PAN,Panama,0.3780987882333529,0.4550758091891383,0.5751911639762107,0.3411463829258876,True,True,True,True,False,False,False,False,1.0,A,0.3780987882333529,0.4596818084148246,0.5751911639762107,0.35761729270767617,0.43856811232394255,101,Bronze,0.3780987878552541,0.4596818079290043,0.5751911634010195,0.3576172922469498,0.9999999980000001,0.3780987878552541,0.45968180795514274,0.5751911634010195,0.35761729235005885,0.41931789138802933,0.5154639175231162,0.4978145372640771,0.05005848272101004,0.1349,0.6992883669640725,0.18495848272101004,0.5935221486357977,1,STABLE MEDIUM SYSTEMS
POL,Poland,0.8372766592295362,0.651838110314837,0.9380841121495328,0.3102924411351294,True,True,True,True,False,False,False,False,1.0,A,0.8372766592295362,0.6676324226007692,0.9380841121495328,0.31786746829617346,0.6986973774004412,31,Silver,0.8372766583922595,0.6676324218951738,0.9380841112114486,0.31786746788665765,0.9999999980000001,0.8372766583922595,0.6676324219331367,0.9380841112114486,0.31786746797830595,0.73958832198694,0.15463917525693485,0.6741771649222332,0.4135773011309438,0.6009,0.621614518108923,1.0144773011309438,0.5923944305676659,2,FRAGILE / TRANSITIONAL SYSTEMS
IND,India,0.7804532642756392,0.4908191446875781,0.7610450297366185,0.5379361059928162,True,True,True,True,False,False,False,False,1.0,A,0.7804532642756392,0.497457584198248,0.7610450297366185,0.611145901497679,0.6766752289309157,35,Silver,0.7804532634951858,0.4974575836725039,0.7610450289755734,0.611145900710326,0.9999999980000001,0.7804532634951858,0.49745758370079035,0.7610450289755734,0.6111459008865331,0.7124747137930526,0.1752577319578595,0.6534487270602349,0.3018696723700417,0.6232,0.6270218894539094,0.9250696723700417,0.5875521910410398,2,FRAGILE / TRANSITIONAL SYSTEMS
OMN,Oman,0.6513333733020896,0.6219728920815022,0.5751911639762107,0.435304029798536,True,True,True,True,False,False,False,False,1.0,A,0.6513333733020896,0.6360690060372896,0.5751911639762107,0.47892269853135383,0.5861422788249759,50,Silver,0.6513333726507562,0.6360690053650524,0.5751911634010195,0.478922697914347,0.9999999980000001,0.6513333726507562,0.6360690054012205,0.5751911634010195,0.4789226980524311,0.6010107964007046,0.25257731958632695,0.5942382357112395,0.1781626763401984,0.4695,0.6472379714866863,0.6476626763401984,0.583106091683195,2,STABLE MEDIUM SYSTEMS
MLT,Malta,0.7284453468786497,0.6159298724988426,0.5751911639762107,0.4503893289071978,True,True,True,True,False,False,False,False,1.0,A,0.7284453468786497,0.6296823678115607,0.5751911639762107,0.4983574273200079,0.6128572254499617,46,Silver,0.7284453461502043,0.6296823671460733,0.5751911634010195,0.4983574266779629,0.9999999980000001,0.7284453461502043,0.6296823671818783,0.5751911634010195,0.4983574268216504,0.6339021646844499,0.2319587628854023,0.611746684772715,0.2114132723011927,0.5244,0.6401692546573693,0.7358132723011926,0.5819935008807838,2,FRAGILE / TRANSITIONAL SYSTEMS
GHA,Ghana,0.5177079893507044,0.4831825899719507,0.6282922684791844,0.3350681388628944,True,True,True,True,False,False,False,False,1.0,A,0.5177079893507044,0.48938679912258043,0.6282922684791844,0.3497865547140429,0.4977094624280342,84,Bronze,0.5177079888329964,0.4893867986053661,0.6282922678508921,0.34978655426340505,0.9999999980000001,0.5177079888329964,0.48938679863319356,0.6282922678508921,0.3497865543642563,0.49213255781346266,0.42783505154418644,0.5354831660537861,0.07375633806450553,0.3075,0.6734825247572378,0.38125633806450554,0.581196566901253,1,STABLE MEDIUM SYSTEMS
ROU,Romania,0.6618152681024874,0.5630706906556661,0.9380841121495328,0.3381785657104029,True,True,True,True,False,False,False,False,1.0,A,0.6618152681024874,0.5738175031155895,0.9380841121495328,0.353793787302727,0.636277555916929,42,Silver,0.6618152674406721,0.5738175025091435,0.9380841112114486,0.35379378684692653,0.9999999980000001,0.6618152674406721,0.573817502541772,0.9380841112114486,0.35379378694893315,0.6627372106805957,0.21134020618447763,0.62991806827419,0.2627684059228741,0.5982,0.6311968243086065,0.860968405922874,0.5708718295237666,2,FRAGILE / TRANSITIONAL SYSTEMS
HRV,Croatia,0.535914930118766,0.5810184233716522,0.8318819031435853,0.3765200018275658,True,True,True,True,False,False,False,False,1.0,A,0.535914930118766,0.5927857811860427,0.8318819031435853,0.4031899183928097,0.5880995906569371,48,Silver,0.535914929582851,0.5927857805595499,0.8318819023117033,0.4031899178733711,0.9999999980000001,0.535914929582851,0.5927857805932569,0.8318819023117033,0.4031899179896198,0.6034206333064223,0.24226804123586462,0.5975667030315631,0.15833771530080343,0.5516,0.6421749565099155,0.7099377153008034,0.5682510705863383,2,STABLE MEDIUM SYSTEMS
