ISO3,country,MEAN_RANK,RANK_STD,RVI,RANK_FLIP_PROB,STABILITY_RAW,STABILITY_SCORE,CAPABILITY_SCORE,UNCERTAINTY,QSSI_SCORE,STABILITY_CLASS,CAPABILITY_CLASS
SLB,Solomon Islands,105.4741,30.51462811816651,0.28930920593659676,0.88,0.46097623946985977,0.2715438730757974,0.45848370932176274,1.1693092059365968,0.17254750186029968,Unstable,Mid Capability
ARM,Armenia,125.9361,19.34328867566198,0.15359605923566305,0.8286,0.5044909636161828,0.36846965218358374,0.35175175091972066,0.9821960592356631,0.1704129106449295,Moderate,Mid Capability
VCT,"Saint Vincent and the
Grenadines",118.6592,24.445184707013446,0.20601171006384195,0.8446,0.4876593628585428,0.32913910512124955,0.38970883175716675,1.050611710063842,0.16878906610512784,Unstable,Mid Capability
GRD,Grenada,114.6385,25.840921379664337,0.22541224265354942,0.8715,0.4768916789452974,0.3051393967816868,0.41068122864638046,1.0969122426535494,0.16521261251234998,Unstable,Mid Capability
TTO,Trinidad and Tobago,132.6001,19.557320368342676,0.14749099260253337,0.7914,0.5157587527175629,0.39585231441924384,0.31699162137269654,0.9388909926025334,0.16437374865456894,Moderate,Mid Capability
BIH,Bosnia and Herzegovina,148.7696,14.29465340048428,0.09608584953100766,0.721,0.5503317304782828,0.48330039064662295,0.23264979743653091,0.8170858495310076,0.1617939290085928,Stable,Low Capability
NER,Niger,144.6869,15.902115217479643,0.10990708362242703,0.7479,0.5382690209417007,0.4523902407047661,0.25394559288995766,0.8578070836224271,0.15676730172554357,Stable,Low Capability
MHL,Marshall Islands,110.7196,29.602641365932172,0.2673658626445978,0.8925,0.4629917150389946,0.27566794608091183,0.4311226259575799,1.1598658626445977,0.1555640806769261,Unstable,Mid Capability
COM,Comoros,148.797,15.317551729959977,0.10294261127480417,0.7315,0.5451247119173015,0.46992799591715617,0.2325068761355723,0.8344426112748042,0.15262204811928995,Stable,Low Capability
DMA,Dominica,123.7856,24.563664886168773,0.19843717593944962,0.8435,0.4897310317786454,0.33386581256922665,0.3629689866026251,1.0419371759394496,0.1523635207290067,Unstable,Mid Capability
NGA,Nigeria,117.505,24.785543669647474,0.21093182136450825,0.8966,0.4744886838067082,0.2999190968886468,0.39572926115740314,1.1075318213645082,0.14961619216142058,Unstable,Mid Capability
STP,Sao Tome and Principe,130.8881,22.273553340003875,0.17017248580912783,0.8162,0.50343025144786,0.3659320523768277,0.32592159462967507,0.9863724858091278,0.14904560141965537,Moderate,Mid Capability
WSM,Samoa,120.71,27.506582848474643,0.227873273533649,0.8535,0.48045202305411133,0.31296665280731745,0.3790116418299403,1.081373273533649,0.14775732534952407,Unstable,Mid Capability
CMR,Cameroon,143.7004,17.9361879963385,0.12481654884895022,0.7612,0.5302180410931745,0.43194781867670173,0.25909128133505666,0.8860165488489502,0.1464442106993733,Moderate,Mid Capability
KEN,Kenya,118.5595,28.007435793910158,0.2362310552395542,0.8899,0.47033789264102,0.29102345360775056,0.39022887751284474,1.1261310552395543,0.13799172700207651,Unstable,Mid Capability
EGY,Egypt,106.2412,35.61865273364494,0.3352621462606755,0.9234,0.4427399651849429,0.23603182016785204,0.45448243450550796,1.2586621462606755,0.13656987687525424,Unstable,Mid Capability
DZA,Algeria,140.9022,19.46950012609458,0.13817740337593312,0.7991,0.5161883364031309,0.39691054618783467,0.27368698879281217,0.9372774033759331,0.13250564426470218,Moderate,Mid Capability
SWZ,Eswatini,172.4289,10.320569014836884,0.05985405587333116,0.6427,0.5873528635113123,0.5779433859356415,0.10924038372225886,0.7025540558733312,0.1312350894092759,Stable,Low Capability
COD,"Democratic Republic of the
Congo",147.3441,17.136425974805764,0.11630208454013065,0.7777,0.5279825234420494,0.4263094159259366,0.240085356360493,0.8940020845401306,0.12816220217578492,Moderate,Low Capability
UGA,Uganda,143.5668,18.4631291432411,0.12860305546346718,0.7993,0.518698280583201,0.40311252152303423,0.2597881530798769,0.9279030554634672,0.12650744806495728,Moderate,Mid Capability
MEX,Mexico,139.9457,22.94737787874674,0.16397344025992058,0.8156,0.5051593336535666,0.37007238744148535,0.2786761940616791,0.9795734402599205,0.11654039232511593,Moderate,Mid Capability
KHM,Cambodia,150.2822,19.559313974676897,0.13015056989148913,0.7719,0.5257483769514337,0.42069354684348004,0.22475991569090847,0.9020505698914891,0.11265016268418682,Moderate,Low Capability
MDV,Maldives,135.2689,26.563738306006414,0.1963772774511365,0.8395,0.49118874260042483,0.33721190869717077,0.3030708780150888,1.0358772774511364,0.10984472708030757,Moderate,Mid Capability
NIC,Nicaragua,173.4899,15.12385856816965,0.08717428834809679,0.6513,0.5752170202932382,0.5472062434456736,0.1037060953895168,0.7384742883480968,0.10704694628317059,Stable,Low Capability
BFA,Burkina Faso,146.3279,19.304449787289844,0.1319259675506716,0.8172,0.5130504732111435,0.38920356936389766,0.24538596315006167,0.9491259675506716,0.10557449545743021,Moderate,Low Capability
SDN,Sudan,179.467,12.954347185404705,0.07218233538941712,0.6313,0.5870327970095442,0.5771393698759968,0.07252890896762032,0.7034823353894171,0.1030477216494053,Stable,Low Capability
PAK,Pakistan,147.1908,25.684419311325374,0.1744974503240072,0.7741,0.5131896276646174,0.3895442101198712,0.24088498539103909,0.9485974503240072,0.10243116966097886,Moderate,Low Capability
PRK,"Democratic People's Republic
of Korea",158.6113,17.414373727183115,0.10979276840347015,0.7485,0.5381283385497636,0.4520314415181297,0.18131444825241516,0.8582927684034702,0.10178454104015419,Stable,Low Capability
TCD,Chad,162.5581,26.41429961952425,0.16249143917997172,0.6757,0.5440129785644666,0.46707783131121844,0.16072752158731984,0.8381914391799716,0.0965864325366771,Stable,Low Capability
LBN,Lebanon,162.1246,16.83021315491878,0.10381036039450504,0.7442,0.541122507444452,0.4596780022211694,0.16298870348387373,0.8480103603945051,0.09323063173407435,Stable,Low Capability
BOL,Bolivia (Plurinational State of),179.6148,9.306805088750927,0.051815357580216735,0.6711,0.5804115655481011,0.5604209652176887,0.07175796851938354,0.7229153575802167,0.09160041902809826,Stable,Low Capability
MRT,Mauritania,152.0528,24.649466772325866,0.162111232230934,0.7751,0.5162059683333441,0.3969540011804138,0.2155242786296898,0.937211232230934,0.08870519227111177,Moderate,Low Capability
SYR,Syrian Arab Republic,159.4132,18.339145720561856,0.11504157573178894,0.7672,0.5312814321462505,0.4346361896491219,0.17713165295173106,0.882241575731789,0.08655968370191304,Moderate,Low Capability
ECU,Ecuador,134.0171,30.68359508907009,0.22895283578618802,0.8773,0.4747768088472323,0.30054232667677394,0.309600399348667,1.106252835786188,0.08522780067392567,Unstable,Mid Capability
TLS,Timor-Leste,163.5409,14.769019168177756,0.09030780170640769,0.7626,0.5396922604994512,0.4560228195243792,0.15560113273395615,0.8529078017064077,0.0851542297479566,Stable,Low Capability
GNB,Guinea Bissau,163.6558,16.273927809843627,0.09943996980091258,0.7545,0.5393917906130403,0.45525551791962526,0.15500180216898718,0.8539399698009125,0.08417502164058566,Stable,Low Capability
SUR,Suriname,161.387,16.702665386099305,0.10349449079539128,0.7682,0.5342752275640039,0.4422250183338091,0.16683610317683362,0.8716944907953913,0.08408806553260856,Stable,Low Capability
FJI,Fiji,138.057,27.776283966722403,0.20119431804632298,0.8827,0.479870783916486,0.3116813633549157,0.28852785322666474,1.083894318046323,0.07852149081124345,Unstable,Mid Capability
CAF,Central African Republic,162.5195,18.300312012367545,0.11260379223573136,0.7627,0.5332469353180388,0.439615222055545,0.16092886327407185,0.8753037922357314,0.07782172008234832,Stable,Low Capability
ATG,Antigua and Barbuda,128.0484,36.75577039649689,0.2870459169830303,0.9061,0.4559660131395341,0.2614612201951215,0.34073377048121845,1.1931459169830303,0.0747664262451124,Unstable,Mid Capability
YEM,Yemen,179.9855,13.222136353479325,0.07346223086529673,0.6778,0.5710167114755288,0.5364710543278797,0.06982435807174214,0.7512622308652966,0.0744722809580842,Stable,Low Capability
AFG,Afghanistan,163.4763,18.045233118749227,0.11038439895348037,0.7651,0.5331955843290404,0.43948497997896574,0.15593809317344254,0.8754843989534804,0.07396997591667183,Stable,Low Capability
GTM,Guatemala,168.2691,12.62519248130502,0.07502977362587658,0.7883,0.5366736549559274,0.4483243770519841,0.13093834093860202,0.8633297736258766,0.0612616000733951,Stable,Low Capability
SOM,Somalia,170.7423,14.552033902860444,0.08522805363858409,0.7688,0.539366164410226,0.45519008677608985,0.11803786789002757,0.8540280536385841,0.05627368543529555,Stable,Low Capability
MDG,Madagascar,179.0894,12.34866825370257,0.06895253573708783,0.7261,0.557086759351797,0.5006811720315507,0.07449851054579504,0.7950525357370878,0.0542827979213289,Stable,Low Capability
GNQ,Equatorial Guinea,175.9589,13.192505857114355,0.07497492799193096,0.7528,0.5471133150396374,0.4750309765819228,0.09082752998561483,0.827774927991931,0.04931931730001162,Stable,Low Capability
TJK,Tajikistan,169.3726,15.207220957163802,0.0897856026126659,0.805,0.527764195918065,0.4257597531284471,0.12518236810619787,0.8947856026126659,0.04118334962331574,Moderate,Low Capability
NRU,Nauru,145.5765,34.855896886323144,0.23943354103226627,0.8654,0.4750969520894148,0.30123567898456194,0.2493053451040883,1.1048335410322663,0.04036564920920055,Unstable,Low Capability
ERI,Eritrea,169.2182,18.728486024235895,0.11067654675516712,0.8111,0.5203518596834033,0.40721557808188213,0.1259877348532058,0.9217765467551672,0.028620089164848688,Moderate,Low Capability
TKM,Turkmenistan,176.536,14.656278654556367,0.08302147241624001,0.8038,0.5299918485236511,0.43137648982554294,0.08781731528549663,0.88682147241624,0.0169704027581588,Moderate,Low Capability
SSD,South Sudan,172.8359,18.951701010463417,0.1096514150726427,0.8424,0.5122815886295631,0.3873233489418254,0.10711742863137663,0.9520514150726427,0.0,Moderate,Low Capability
