ISO3,country,AI_INDEX,LEGAL_WGI_SCORE,PQC,RES_INDEX,AI_OBSERVED,LEGAL_OBSERVED,PQC_OBSERVED,RES_OBSERVED,AI_IMPUTED,LEGAL_IMPUTED,PQC_IMPUTED,RES_IMPUTED,CONFIDENCE_SCORE,CONFIDENCE_TIER,AI_NORM,LEGAL_NORM,PQC_NORM,RES_NORM,QSSI_SCORE,QSSI_RANK,QSSI_TIER,AI_INDEX_N,LEGAL_WGI_SCORE_N,PQC_N,RES_INDEX_N,CONFIDENCE_SCORE_N,AI_NORM_N,LEGAL_NORM_N,PQC_NORM_N,RES_NORM_N,QSSI_SCORE_N,QSSI_RANK_N,CAPABILITY_TRUE,RVI,RANK_FLIP_PROB,STABILITY_SCORE,UNCERTAINTY,SOVEREIGN_STATE_SCORE,REGIME_CLUSTER,REGIME_LABEL,ATTRACTOR_STRENGTH,SOVEREIGN_POTENTIAL,ATTRACTOR_TYPE,FLOW_CAPABILITY,FLOW_STABILITY,FLOW_UNCERTAINTY,FLOW_MAGNITUDE,FLOW_REGIME,POTENTIAL_U,GRAD_CAPABILITY,GRAD_STABILITY,GRAD_UNCERTAINTY,POTENTIAL_BASIN
KAZ,Kazakhstan,0.6431786189671082,0.477791166390182,0.7699660152931181,0.3253715210516041,True,True,True,True,False,False,False,False,1.0,A,0.6431786189671082,0.4836888079995291,0.7699660152931181,0.337294184760208,0.5665063973033697,57,Silver,0.6431786183239295,0.48368880748833676,0.769966014523152,0.3372941843256644,0.9999999980000001,0.6431786183239295,0.48368880751584026,0.769966014523152,0.3372941844229138,0.5768351534630882,0.28865979381294504,0.575795472247541,0.18625040164829626,0.6217,0.6348574171504008,0.8079504016482963,0.5035033350987209,2,STABLE MEDIUM SYSTEMS,0.410007608401237,0.5112366560308246,CHAOTIC REGION,0.010269124343565972,0.006192973071167007,-0.005357435923491249,0.013134304318011424,UPWARD STABILITY GAIN FLOW,0.7470870759136821,-0.000388606634659903,0.0033122753141478314,-0.005284964505132532,TRANSITION SLOPE REGION
GEO,Georgia,0.4260787474964091,0.5884643755050036,0.637213254035684,0.4096519846418876,True,True,True,True,False,False,False,False,1.0,A,0.4260787474964091,0.6006551256207797,0.637213254035684,0.4458745940885648,0.5187266114041409,73,Bronze,0.42607874707033033,0.6006551249859702,0.6372132533984707,0.44587459351413455,0.9999999980000001,0.42607874707033033,0.6006551250201245,0.6372132533984707,0.44587459364269016,0.5180088134149216,0.37113402061664363,0.5553442063756443,0.13263154388334106,0.586,0.641494885147638,0.718631543883341,0.5000213417564869,2,STABLE MEDIUM SYSTEMS,0.36631753707811415,0.4582431393604303,CHAOTIC REGION,0.03936294371745763,0.0012534905911136818,-0.00031951686909453825,0.03938419312104012,UPWARD STABILITY GAIN FLOW,0.6608237290664565,-0.04866209075403435,0.0008555788317288204,-0.0016576225847109531,TRANSITION SLOPE REGION
SRB,Serbia,0.733904250630777,0.4595242202315567,0.8141461342395921,0.3302184100881404,True,True,True,True,False,False,False,False,1.0,A,0.733904250630777,0.4643831653471746,0.8141461342395921,0.3435385404879441,0.6024690769405521,47,Silver,0.7339042498968728,0.46438316485638564,0.814146133425446,0.34353854004535567,0.9999999980000001,0.7339042498968728,0.4643831648827914,0.814146133425446,0.3435385401444055,0.6211123050150441,0.23711340206063344,0.5972881710590231,0.25309651529595045,0.6827,0.6263484627506839,0.9357965152959504,0.4971945657728967,0,STABLE MEDIUM SYSTEMS,0.45627868728335813,0.5892476742755102,CHAOTIC REGION,0.016657979161318948,0.004087710938545375,-0.004885922122358277,0.017834513882968323,UPWARD STABILITY GAIN FLOW,0.7604267831205943,-0.0017132597656053978,-0.0005948411535878032,0.0005007385943035514,CHAOTIC ENERGY PEAK
MUS,Mauritius,0.5849327554430694,0.6498424329697279,0.5486406117247239,0.3852061364022879,True,True,True,True,False,False,False,False,1.0,A,0.5849327554430694,0.6655232668973741,0.5486406117247239,0.4143804601557201,0.5493397479825067,64,Bronze,0.5849327548581367,0.6655232661940078,0.5486406111760832,0.4143804596218645,0.9999999980000001,0.5849327548581367,0.6655232662318508,0.5486406111760832,0.41438045974133964,0.5556996223712042,0.3247422680395632,0.573399642933479,0.20685297201505873,0.6477,0.631629438959386,0.8545529720150588,0.4852459354696726,2,STABLE MEDIUM SYSTEMS,0.46111347942486636,0.543968340132331,CHAOTIC REGION,-0.012376597415377333,-0.00612616375590902,0.007458450162219354,0.01569517520669483,UNCERTAINTY EXPANSION FLOW,0.8001381957461164,0.016432861502441998,0.010842466752788363,-0.013042925868390379,CHAOTIC ENERGY PEAK
BGR,Bulgaria,0.6442237510695432,0.4970729169664213,0.8141461342395921,0.2941393556945477,True,True,True,True,False,False,False,False,1.0,A,0.6442237510695432,0.5040669589561376,0.8141461342395921,0.2970570864551262,0.57188132228577,56,Silver,0.6442237504253194,0.5040669584234084,0.814146133425446,0.2970570860724209,0.9999999980000001,0.6442237504253194,0.5040669584520706,0.814146133425446,0.2970570861580691,0.5834527462127697,0.2835051546377139,0.5805405232416349,0.2464279402103115,0.7013,0.6256075613438666,0.9477279402103116,0.467574063033717,0,STABLE MEDIUM SYSTEMS,0.49588090764513604,0.6041116164945389,CHAOTIC REGION,-0.02440311043493326,0.003088536071982506,-0.003803990451809569,0.02489018274993063,MIXED TRANSITION FLOW,0.8156709016585785,0.016797273928507484,-0.008492181932559925,0.010425346270655111,CHAOTIC ENERGY PEAK
SVK,Slovakia,0.5020638543017402,0.593893184063106,0.9380841121495328,0.3042331034359483,True,True,True,True,False,False,False,False,1.0,A,0.5020638543017402,0.6063926275075568,0.9380841121495328,0.31006108779458735,0.5839339817780634,51,Silver,0.5020638537996762,0.6063926268666835,0.9380841112114486,0.3100610873951287,0.9999999980000001,0.5020638537996762,0.6063926269011641,0.9380841112114486,0.31006108748452627,0.598291947193573,0.2577319587615581,0.5972024784204439,0.3028146793780034,0.7852,0.6174937221455561,1.0880146793780034,0.4508682140425085,0,STABLE MEDIUM SYSTEMS,0.3840370015167995,0.6912876681400018,CHAOTIC REGION,-0.058407104133033294,0.0007499915886367003,-0.0005022592221943789,0.058414078482128776,MIXED TRANSITION FLOW,0.7142897113127201,0.05792884152287709,0.006189650685257379,-0.0098138384536298,TRANSITION SLOPE REGION
CIV,Côte D'Ivoire,0.4542193619161699,0.4148371387851765,0.615016992353441,0.3531535453598511,True,True,False,True,False,False,True,False,0.75,B,0.4542193619161699,0.4171550836476442,0.615016992353441,0.37308638906065505,0.4667226706579038,92,Bronze,0.4542193614619505,0.4171550832067688,0.615016991738424,0.37308638857999954,0.49999999900000003,0.4542193614619505,0.41715508323048905,0.615016991738424,0.37308638868756866,0.4539817056201119,0.46907216494603576,0.4674554108792476,0.07735487650575405,0.3997,0.663073919599944,0.47705487650575407,0.44291480786399184,1,STABLE MEDIUM SYSTEMS,0.19710239871195587,0.3244878420465328,TRANSITIONAL FIELD,-0.00433636754112271,-0.034359483480743136,0.02994101874681135,0.045780375622225644,UNCERTAINTY EXPANSION FLOW,0.27671045154227886,0.020298880493003862,0.047219155854298624,-0.040304708271227896,WEAK FIELD ZONE
MNE,Montenegro,0.4093138007105392,0.5286793346803573,0.7875955819881053,0.3333746476230859,True,True,True,True,False,False,False,False,1.0,A,0.4093138007105392,0.5374705832186518,0.7875955819881053,0.3476047920115227,0.5140883503567991,77,Bronze,0.40931380030122533,0.5374705826506195,0.7875955812005097,0.34760479156369567,0.9999999980000001,0.40931380030122533,0.5374705826811812,0.7875955812005097,0.3476047916639179,0.5122981992615104,0.3917525773175683,0.5516382078310875,0.1874280418962326,0.7281,0.6276268272413867,0.9155280418962326,0.4326526226355033,0,STABLE MEDIUM SYSTEMS,0.611343417208926,0.5941557560278483,CHAOTIC REGION,-0.010729687638839136,0.0016774720547966249,-0.001925454496104595,0.011029391839002292,MIXED TRANSITION FLOW,0.889241692013491,0.008273624577037786,0.0032460946476945787,-0.004235835954014037,CHAOTIC ENERGY PEAK
DOM,Dominican Republic,0.49687845562053,0.4837470816098899,0.7787807986406118,0.2916710080424913,True,True,True,True,False,False,False,False,1.0,A,0.49687845562053,0.4899833889273383,0.7787807986406118,0.29387705887806065,0.5152246788512947,75,Bronze,0.49687845512365153,0.48998338840949346,0.778780797861831,0.2938770584994522,0.9999999980000001,0.49687845512365153,0.48998338843735484,0.778780797861831,0.29387705858418356,0.5136972437562807,0.381443298967106,0.5467436309658942,0.20282058656506044,0.6922,0.628946222844438,0.8950205865650604,0.43138609852255644,0,STABLE MEDIUM SYSTEMS,0.6276472611417124,0.5822778529340149,CHAOTIC REGION,-0.0024719424721459937,-0.009669831491864733,0.011852211552209058,0.015494872033836744,UNCERTAINTY EXPANSION FLOW,0.8987477053113202,0.010964221084016004,0.009000958492591268,-0.011015767010859693,CHAOTIC ENERGY PEAK
BEN,Benin,0.4745324592805576,0.4278812747746087,0.5841121495327103,0.4796786347655915,True,True,True,True,False,False,False,False,1.0,A,0.4745324592805576,0.4309409362983232,0.5841121495327103,0.5360914962082391,0.5085988364790692,78,Bronze,0.47453245880602507,0.43094093584287807,0.5841121489485981,0.5360914955175805,0.9999999980000001,0.47453245880602507,0.43094093586738225,0.5841121489485981,0.5360914956721476,0.5055395249813127,0.3969072164927995,0.5412546198075769,0.1937165203620512,0.6941,0.6294160536055347,0.8878165203620513,0.4251022047090867,0,STABLE MEDIUM SYSTEMS,0.6110015572279963,0.5796340292810862,CHAOTIC REGION,-0.003949503100764751,-0.00953945512153248,0.011532749989556668,0.015479150528381782,UNCERTAINTY EXPANSION FLOW,0.9128137665917126,0.0017035931255807064,0.01304168157018267,-0.015855724808262788,CHAOTIC ENERGY PEAK
ARG,Argentina,0.7006343917522271,0.4557897315810742,0.5751911639762107,0.3486768488372286,True,True,True,True,False,False,False,False,1.0,A,0.7006343917522271,0.46043632591657574,0.5751911639762107,0.3673189606417964,0.537905113863485,68,Bronze,0.7006343910515926,0.46043632542995805,0.5751911634010195,0.3673189601685712,0.9999999980000001,0.7006343910515926,0.4604363254561394,0.5751911634010195,0.3673189602744774,0.5416213325180301,0.34536082474048785,0.5540130759538989,0.21168696036167206,0.756,0.6243869787481245,0.967686960361672,0.420346252372239,0,STABLE MEDIUM SYSTEMS,0.5741370030789755,0.6283509447093372,CHAOTIC REGION,-0.0059167121869865835,0.007832784676261695,-0.009580775265101926,0.013716823741985767,MIXED TRANSITION FLOW,0.8830584388603214,-0.002528576992048744,-0.008276899586151742,0.010218847226754146,CHAOTIC ENERGY PEAK
TWN,Taiwan,0.7590376695795309,0.7989545033084358,0.615016992353441,0.3540554781011742,True,True,False,False,False,False,True,True,0.5,C,0.7590376695795309,0.8231141592180687,0.615016992353441,0.3742483692167633,0.6396504731100241,41,Silver,0.7590376688204932,0.8231141583481506,0.615016991738424,0.37424836873461076,0.0,0.7590376688204932,0.8231141583949545,0.615016991738424,0.3742483688425149,0.666889936985686,0.20618556700924648,0.5469008981302724,0.2916898734478491,0.6519,0.6258635578041731,0.9435898734478492,0.41669116892184555,0,STABLE MEDIUM SYSTEMS,0.6131882083268392,0.6150232599778399,CHAOTIC REGION,0.0015677415073693801,0.008191868287096837,-0.010046447142116888,0.013057397123715748,UPWARD STABILITY GAIN FLOW,0.9024690872132436,0.00028120820224875054,-0.011918692541486328,0.014617139102063045,CHAOTIC ENERGY PEAK
THA,Thailand,0.7226189440159491,0.4707354303628075,0.5486406117247239,0.3676399120567997,True,True,True,True,False,False,False,False,1.0,A,0.7226189440159491,0.47623186816892055,0.5486406117247239,0.3917494998057731,0.5471295847211931,65,Bronze,0.7226189432933301,0.47623186766560915,0.5486406111760832,0.3917494993010735,0.9999999980000001,0.7226189432933301,0.47623186769268866,0.5486406111760832,0.3917494994140236,0.5529784754860713,0.32989690721479437,0.560123383973917,0.24977168258342844,0.7692,0.6213545672471228,1.0189716825834285,0.4142174889075001,0,STABLE MEDIUM SYSTEMS,0.5388898847415022,0.6602795742924265,CHAOTIC REGION,-0.025434628315006924,-0.0026683917038598237,0.004052682440269684,0.025893336339094082,UNCERTAINTY EXPANSION FLOW,0.8467385656673556,0.029906555740807677,0.004291526998087954,-0.006208897662945893,CHAOTIC ENERGY PEAK
VNM,Viet Nam,0.6580034498101853,0.4389350895634804,0.615016992353441,0.5087219436836803,True,True,False,True,False,False,True,False,0.75,B,0.6580034498101853,0.44262329395165784,0.615016992353441,0.5735086417273527,0.5830571022535855,52,Silver,0.6580034491521818,0.4426232934838661,0.615016991738424,0.5735086409884887,0.49999999900000003,0.6580034491521818,0.4426232935090345,0.615016991738424,0.573508641153844,0.5972123355520097,0.26288659793678926,0.5398548803095676,0.25135541178479737,0.67,0.6272567060710977,0.9213554117847974,0.4125927191098148,0,STABLE MEDIUM SYSTEMS,0.629870298715352,0.6028914478517285,CHAOTIC REGION,0.009150215888746094,0.004860654762546823,-0.005840496853534716,0.01189385635643375,UPWARD STABILITY GAIN FLOW,0.919982056901634,-0.0006579372768760842,-0.005529527761820289,0.006676941394883969,CHAOTIC ENERGY PEAK
TZA,United Republic of Tanzania,0.4235684629791386,0.3969959946847765,0.5663763806287171,0.4301304345813827,True,True,True,True,False,False,False,False,1.0,A,0.4235684629791386,0.39829945504281306,0.5663763806287171,0.4722574399121251,0.46638888503751474,93,Bronze,0.42356846255557007,0.39829945462186545,0.5663763800623407,0.4722574393037053,0.9999999980000001,0.42356846255557007,0.39829945464451355,0.5663763800623407,0.47225743943986764,0.4535707496888818,0.4742268041212669,0.5135273659141748,0.14571126268666412,0.6458,0.6360331634101057,0.7915112626866642,0.41212981736362025,3,STABLE MEDIUM SYSTEMS,0.45060434132650135,0.5253565236760727,CHAOTIC REGION,0.007753167490597679,-0.010314641675387315,0.012325894146812455,0.017844638005499666,UNCERTAINTY EXPANSION FLOW,0.9101868063160183,-0.006896682250823303,0.019696697287015546,-0.023000733751968188,CHAOTIC ENERGY PEAK
LIE,Liechtenstein,0.3973887009210851,0.883351736046467,0.615016992353441,0.8397659102225049,True,True,False,True,False,False,True,False,0.75,B,0.3973887009210851,0.9123103938781617,0.615016992353441,1.0,0.7054329371403181,30,Gold,0.39738870052369635,0.9123103929139755,0.615016991738424,0.9999999987116777,0.49999999900000003,0.39738870052369635,0.9123103929658513,0.615016991738424,0.9999999989999999,0.747881124481041,0.1494845360817037,0.6587998025162263,0.7568829406454858,0.8402,0.5950898921792467,1.5970829406454858,0.3974624843779514,0,FRAGILE / TRANSITIONAL SYSTEMS,0.06493820291682241,0.9999999979636782,CHAOTIC REGION,-0.06477679579682882,0.0722521427048278,-0.14017314374238143,0.170484355956097,MIXED TRANSITION FLOW,0.036256374384956824,0.0871273715165179,-0.07964905205549622,0.15407883432754305,WEAK FIELD ZONE
AND,Andorra,0.4134003350806227,0.7753004172964071,0.615016992353441,0.4835957194033282,True,True,False,True,False,False,True,False,0.75,B,0.4134003350806227,0.7981150527527191,0.615016992353441,0.5411379640991478,0.5726818501878779,55,Silver,0.4134003346672223,0.7981150519092216,0.615016991738424,0.5411379634019877,0.49999999900000003,0.4134003346672223,0.798115051954604,0.615016991738424,0.5411379635580098,0.5844383539483664,0.27835051546248274,0.5543754138223604,0.3180775185430337,0.7705,0.6174632377307373,1.0885775185430338,0.3843056311052087,0,STABLE MEDIUM SYSTEMS,0.5914418077972161,0.7091044786633897,CHAOTIC REGION,-0.017219717173896865,0.004038782818708425,-0.005732723464640044,0.018592862730836462,MIXED TRANSITION FLOW,0.7843724142568718,0.022664398566579303,-0.0017846608286922934,0.0024752480492994944,CHAOTIC ENERGY PEAK
TUR,Türkiye,0.6721103858304366,0.3942686577959002,0.615016992353441,0.4224016387816302,True,True,False,True,False,False,True,False,0.75,B,0.6721103858304366,0.3954170361145475,0.615016992353441,0.46230025913969797,0.5500458358453253,63,Silver,0.6721103851583261,0.3954170356966462,0.615016991738424,0.4623002585441062,0.49999999900000003,0.6721103851583261,0.3954170357191304,0.615016991738424,0.46230025867739766,0.5565689557920288,0.31958762886433206,0.5150769023715583,0.22039201938095052,0.6848,0.6282885084758679,0.9051920193809505,0.37915621250506093,0,STABLE MEDIUM SYSTEMS,0.6010497920683898,0.6020579338695,CHAOTIC REGION,0.002566487530500261,-0.001982078482799743,0.002469045661470326,0.0040757428567828585,UNCERTAINTY EXPANSION FLOW,0.9745696666683049,-0.011043008632644532,0.0007089664862958145,-0.0009186140005396822,CHAOTIC ENERGY PEAK
SLV,El Salvador,0.3990931516101961,0.3969775670809071,0.615016992353441,0.3408857799468186,True,True,False,True,False,False,True,False,0.75,B,0.3990931516101961,0.39827997960711886,0.615016992353441,0.3572815520516084,0.4424585775057449,99,Bronze,0.3990931512111029,0.39827997918619185,0.615016991738424,0.3572815515913146,0.49999999900000003,0.3990931512111029,0.39827997920883884,0.615016991738424,0.3572815516943268,0.4241078213431979,0.5051546391726539,0.4516914370086889,0.07801905568620875,0.5178,0.6517266260759953,0.5958190556862087,0.37899460310552635,3,STABLE MEDIUM SYSTEMS,0.31520775225990355,0.4150139380709303,TRANSITIONAL FIELD,-0.031552146825805705,-0.007556886442847077,0.007516427474001941,0.03330377131796365,UNCERTAINTY EXPANSION FLOW,0.5138737069621226,0.032803097861036336,0.015954531445998715,-0.015107412456606573,TRANSITION SLOPE REGION
QAT,Qatar,0.6568301168714523,0.6930377838391899,0.3893372982158029,0.4902462445082824,True,True,True,True,False,False,False,False,1.0,A,0.6568301168714523,0.7111747951214908,0.3893372982158029,0.5497059845796106,0.5740448147845872,54,Silver,0.6568301162146222,0.7111747943698772,0.38933729782646553,0.5497059838714121,0.9999999980000001,0.6568301162146222,0.711174794410316,0.38933729782646553,0.5497059840299046,0.5861164321843958,0.27319587628725156,0.5884916992032121,0.4731758867963662,0.8142,0.6075873986380913,1.2873758867963663,0.3781747839113833,0,STABLE MEDIUM SYSTEMS,0.2742358537994861,0.8267105530212672,CHAOTIC REGION,-0.04373699347982918,0.009508191438396624,-0.01597324527132915,0.04752341388812317,MIXED TRANSITION FLOW,0.4463310887333005,0.043254392368452105,-0.015308540271664542,0.025401687196948426,TRANSITION SLOPE REGION
BRN,Brunei Darussalam,0.4113295962878027,0.6961439584307305,0.615016992353441,0.4922194845494351,True,True,False,True,False,False,True,False,0.75,B,0.4113295962878027,0.7144575932509303,0.615016992353441,0.5522481539299482,0.5581066841073742,60,Silver,0.41132959587647305,0.7144575924958472,0.615016991738424,0.5522481532184745,0.49999999900000003,0.41132959587647305,0.7144575925364727,0.615016991738424,0.5522481533777,0.5664934498435523,0.3041237113386386,0.541520166094589,0.27614934084585435,0.7775,0.6193848497447163,1.0536493408458543,0.3748907172246467,0,STABLE MEDIUM SYSTEMS,0.6624133110837969,0.6910459508636138,CHAOTIC REGION,0.0009559414941837652,-0.0073213151996677495,0.010395055472808168,0.012750398373225337,UNCERTAINTY EXPANSION FLOW,0.8345778617225631,-0.00024382041265509172,0.009650989661482553,-0.013726470806167216,CHAOTIC ENERGY PEAK
ALB,Albania,0.4463222202606491,0.4876508458624123,0.955819881053526,0.2701885519067149,True,True,True,True,False,False,False,False,1.0,A,0.4463222202606491,0.49410912932224543,0.955819881053526,0.2662007293796787,0.5382236445509451,67,Bronze,0.44632221981432685,0.4941091288000402,0.955819880097706,0.26620072903672637,0.9999999980000001,0.44632221981432685,0.4941091288281363,0.955819880097706,0.266200729113478,0.5420135066180946,0.34020618556525667,0.5642839641623453,0.33499745863067126,0.8444,0.6127395296458721,1.1793974586306712,0.37253914065429117,0,STABLE MEDIUM SYSTEMS,0.43550784532216585,0.7653601579143213,CHAOTIC REGION,-0.00846417046717296,0.0001765553382727103,0.0006765402109620844,0.008493000655945115,UNCERTAINTY EXPANSION FLOW,0.6583764113563573,0.014007154539293085,-0.006122615457099467,0.008452663700939759,TRANSITION SLOPE REGION
LKA,Sri Lanka,0.5075972266814739,0.4224388172360691,0.615016992353441,0.3540554781011742,True,True,False,False,False,False,True,True,0.5,C,0.5075972266814739,0.4251890093217362,0.615016992353441,0.3742483692167633,0.4846333102613405,86,Bronze,0.5075972261738766,0.4251890088723701,0.615016991738424,0.37424836873461076,0.0,0.5075972261738766,0.42518900889654715,0.615016991738424,0.3742483688425149,0.47603323548703275,0.43814432989464874,0.43257097786839327,0.08683548353323452,0.4398,0.6581442378073786,0.5266354835332345,0.37220277896880916,3,STABLE MEDIUM SYSTEMS,0.2506421821787515,0.374002855895852,TRANSITIONAL FIELD,-0.003534941905490474,-0.027083488068750605,0.02339612894386006,0.0359637315889644,UNCERTAINTY EXPANSION FLOW,0.364955740803881,0.0016372241559289291,0.03572458463057752,-0.03077273432808964,WEAK FIELD ZONE
MNG,Mongolia,0.427361966866255,0.433235355213235,0.4867247238742566,0.3697003596208008,True,True,True,True,False,False,False,False,1.0,A,0.427361966866255,0.43659946086956214,0.4867247238742566,0.39440402056145446,0.4358106683427167,103,Bronze,0.427361966438893,0.43659946040813674,0.4867247233875318,0.39440402005333497,0.9999999980000001,0.427361966438893,0.43659946043296266,0.4867247233875318,0.3944040201670504,0.41592293399651914,0.5257731958735785,0.4938069516894938,0.1368601838226747,0.6908,0.6334735743983118,0.8276601838226747,0.37023371664035887,3,STABLE MEDIUM SYSTEMS,0.5631980480910485,0.5580772678904182,CHAOTIC REGION,-0.003028661638939001,-0.011910780975112112,0.014177881256460245,0.018763043774466873,UNCERTAINTY EXPANSION FLOW,0.9788189506796476,0.008915623270951708,0.01631174174584323,-0.01923321140418512,CHAOTIC ENERGY PEAK
PHL,Philippines,0.7182405901697629,0.438949807293756,0.5486406117247239,0.3266419423350331,True,True,True,True,False,False,False,False,1.0,A,0.7182405901697629,0.4426388485626414,0.5486406117247239,0.3389308969601404,0.5258928239346733,71,Bronze,0.7182405894515222,0.44263884809483317,0.5486406111760832,0.3389308965234882,0.9999999980000001,0.7182405894515222,0.44263884812000254,0.5486406111760832,0.33893089662120945,0.5268318344319608,0.36082474226618133,0.5440507695738986,0.2600897886032089,0.8238,0.6177176081109965,1.0838897886032088,0.36970802091536403,0,STABLE MEDIUM SYSTEMS,0.7287546341814598,0.7101866302545743,CHAOTIC REGION,0.00019921064943728695,0.0018511008896448244,-0.0025833333237084144,0.0031843163234633975,UPWARD STABILITY GAIN FLOW,0.796122063492068,0.005245470743245263,0.0004030211003713073,-0.000674142091632135,CHAOTIC ENERGY PEAK
BTN,Bhutan,0.3877174839763055,0.6515967997708036,0.5044604927782498,0.4978538531478085,True,True,True,True,False,False,False,False,1.0,A,0.3877174839763055,0.6673773906380701,0.5044604927782498,0.5595070372186343,0.5157826058197267,74,Bronze,0.387717483588588,0.6673773899327442,0.5044604922737892,0.5595070364978089,0.9999999980000001,0.387717483588588,0.6673773899706926,0.5044604922737892,0.5595070366591272,0.5143841618943452,0.3762886597918748,0.557163420406486,0.3171817729909791,0.8397,0.6138754978489449,1.156881772990979,0.36819846838151205,0,STABLE MEDIUM SYSTEMS,0.47294138673232733,0.7533487494692515,CHAOTIC REGION,-0.004903120402362404,0.003679474371415914,-0.004862273907573544,0.00782437402494535,MIXED TRANSITION FLOW,0.70035685823115,0.007773039214821549,-0.008573496680628049,0.012225013502360845,TRANSITION SLOPE REGION
PER,Peru,0.6705341359776238,0.4155681176337643,0.681393372982158,0.2685364944856179,True,True,True,True,False,False,False,False,1.0,A,0.6705341359776238,0.4179276274715938,0.681393372982158,0.26407234679402164,0.5211121962316507,72,Bronze,0.6705341353070896,0.41792762702990194,0.6813933723007646,0.26407234645381134,0.9999999980000001,0.6705341353070896,0.41792762705366615,0.6813933723007646,0.26407234652994926,0.5209459388464339,0.3659793814414125,0.5413436618700803,0.26173247300095553,0.8135,0.6181902296896729,1.0752324730009555,0.3681144810115749,0,STABLE MEDIUM SYSTEMS,0.7337582864785543,0.7055192100619371,CHAOTIC REGION,0.004766429874431655,-0.0022136242796216565,0.003232971103949822,0.006170177336039831,UNCERTAINTY EXPANSION FLOW,0.8081380972826098,-0.0005416044595667006,-0.0006231967585398716,0.0007738746685634531,CHAOTIC ENERGY PEAK
UZB,Uzbekistan,0.6344231222816007,0.3713456332124479,0.5398258283772303,0.3784173048381773,True,True,True,True,False,False,False,False,1.0,A,0.6344231222816007,0.37119056074880563,0.5398258283772303,0.4056342563655291,0.5009300700199312,81,Bronze,0.6344231216471775,0.37119056035650844,0.5398258278374044,0.4056342558429414,0.9999999980000001,0.6344231216471775,0.37119056037761505,0.5398258278374044,0.4056342559598948,0.4960977609594587,0.41237113401849296,0.5282378567712795,0.22257916188527097,0.7869,0.6219048888259079,1.009479161885271,0.3676655376899049,0,STABLE MEDIUM SYSTEMS,0.6244380114600542,0.6669061487601189,CHAOTIC REGION,0.024243621110531355,-0.004439906009609362,0.00626848779807232,0.02543147398794943,UNCERTAINTY EXPANSION FLOW,0.8997540486479675,-0.023888198207682138,0.009024501693707018,-0.012586323726974472,CHAOTIC ENERGY PEAK
ZMB,Zambia,0.4928847042832384,0.3785506754166776,0.615016992353441,0.4380475743788147,True,True,False,True,False,False,True,False,0.75,B,0.4928847042832384,0.37880529661555107,0.615016992353441,0.48245726847612097,0.4979950358154723,83,Bronze,0.49288470379035365,0.3788052962152061,0.615016991738424,0.48245726785456045,0.49999999900000003,0.49288470379035365,0.37880529623674575,0.615016991738424,0.4824572679936637,0.4924841549770324,0.42268041236895526,0.486681189609429,0.17086958337821057,0.6528,0.6337515207556278,0.8236695833782106,0.36043338996408475,3,STABLE MEDIUM SYSTEMS,0.5635878107753093,0.5582584986952367,CHAOTIC REGION,0.0032628064483775643,-0.01306736916214124,0.015369288409024684,0.02043568126926613,UNCERTAINTY EXPANSION FLOW,0.9813860427816897,-0.003106402124973299,0.018702186036289554,-0.021914244197781114,CHAOTIC ENERGY PEAK
BGD,Bangladesh,0.5512465092727128,0.2813061278746889,0.6637638062871708,0.4272125185465458,True,True,True,True,False,False,False,False,1.0,A,0.5512465092727128,0.27603122215160036,0.6637638062871708,0.46849822331611085,0.5036457046129543,79,Bronze,0.5512465087214662,0.27603122185987344,0.663763805623407,0.4684982227125341,0.9999999980000001,0.5512465087214662,0.2760312218755691,0.663763805623407,0.4684982228476126,0.49944124274802654,0.40206185566803065,0.5291438740364902,0.2614605179401579,0.7828,0.6199119329123535,1.0442605179401578,0.35853854839401267,0,STABLE MEDIUM SYSTEMS,0.665841953358153,0.6898141187016076,CHAOTIC REGION,0.0028134689588076855,-0.003474610633609737,0.005015543637611253,0.006718943712976838,UNCERTAINTY EXPANSION FLOW,0.8572901312997449,-0.006536181105631793,0.006040846714443789,-0.008617021024474073,CHAOTIC ENERGY PEAK
IDN,Indonesia,0.6857033074986308,0.4672230367361789,0.4601741716227697,0.3733595901203665,True,True,True,True,False,False,False,False,1.0,A,0.6857033074986308,0.47251975254645884,0.4601741716227697,0.399118289189605,0.5150380579619747,76,Bronze,0.6857033068129275,0.47251975204707064,0.46017417116259546,0.399118288675412,0.9999999980000001,0.6857033068129275,0.47251975207393904,0.46017417116259546,0.39911828879048666,0.5134674766342934,0.38659793814233717,0.5395542227558713,0.28577392681123914,0.8131,0.6169082891753976,1.098873926811239,0.35823824868789034,0,STABLE MEDIUM SYSTEMS,0.663122772043961,0.7219956878904121,CHAOTIC REGION,0.0021455423167929255,0.0036090427429643357,-0.00519459708013692,0.006679249971266213,UPWARD STABILITY GAIN FLOW,0.7833950562516327,-0.002340749429825493,-0.0065574292808963834,0.009392755478941195,CHAOTIC ENERGY PEAK
